8, 80, 2.917258345722043
8, 60, 3.925811521096785
8, 120, 4.13784071974076
8, 100, 4.918713307336928
8, 140, 2.986035861760316
8, 160, 4.500756721750425
8, 180, 4.206964517497037
8, 200, 3.55804665968515
8, 220, 3.0891332516548378
8, 240, 2.0680871609348026
8, 260, 2.368299460111894
8, 280, 2.1645852741672007
10, 100, 6.516534093629627
10, 120, 3.7953329492793295
10, 60, 4.458447265837537
10, 80, 3.8945674825946046
10, 140, 4.0942098061190375
10, 160, 4.587870597674816
10, 180, 3.6813055438396547
10, 200, 4.384152656140906
10, 220, 3.583449109228243
10, 240, 2.047596103966959
10, 260, 3.003687297414677
10, 280, 2.418824090403992
12, 100, 3.8849890499627207
12, 60, 4.0120646176953505
12, 80, 3.1348616687047053
12, 120, 3.197734658322225
12, 160, 4.258781792878595
12, 140, 4.403105194889205
12, 180, 4.140701570367494
12, 200, 3.257593520611172
12, 220, 3.192391609105439
12, 240, 1.8920850980223727
12, 260, 2.509382212239145
12, 280, 2.8809038441497195
14, 80, 3.4718370038767308
14, 100, 4.555212385262946
14, 60, 6.066473310002791
14, 120, 3.673154965291625
14, 140, 3.5986870632709658
14, 160, 4.80768787717905
14, 180, 3.768493287543688
14, 200, 3.6108477562215566
14, 220, 2.8125436094665988
14, 240, 1.7776312021942688
14, 260, 3.195789083828903
14, 280, 2.9298482582223775
16, 80, 3.7104570940404975
16, 60, 3.684192390462691
16, 100, 3.8812105085246253
16, 120, 3.9398260870085675
16, 140, 3.3693036630042736
16, 160, 5.184557102541086
16, 180, 3.845402462879294
16, 200, 3.820520835971407
16, 220, 2.619620144417309
16, 240, 2.53448592435434
16, 260, 2.405796004316693
16, 280, 3.1804017090115795
18, 60, 3.887565812050954
18, 80, 4.2668417922465425
18, 100, 3.860892253530092
18, 120, 2.4122071956856184
18, 140, 2.785277384174192
18, 160, 3.9491224516568133
18, 200, 3.470276731988876
18, 180, 4.1548692190113385
18, 220, 2.938905503889558
18, 240, 2.0767899599923223
18, 260, 3.054548040222208
18, 280, 2.163201435871192
20, 80, 3.798262164795596
20, 60, 3.973390156774975
20, 100, 4.595114355323211
20, 120, 4.416144442709882
20, 140, 5.040123054283246
20, 160, 5.585334266902928
20, 180, 4.047466452916882
20, 200, 3.692459521460377
20, 220, 3.503776689970597
20, 240, 2.062488156054069
20, 260, 3.201038907472772
20, 280, 3.038380433345582
22, 60, 3.7661031951047406
22, 80, 2.976189865457262
22, 100, 3.194402751509437
22, 120, 3.4359424690394826
22, 140, 4.441577218906181
22, 160, 5.2422524291166255
22, 180, 3.976045494083669
22, 200, 3.74942480168408
22, 220, 2.317634706643218
22, 240, 1.8368230300347441
22, 260, 2.469493845511775
22, 280, 3.584237352788178
24, 60, 4.462963938924181
24, 80, 3.436268507431695
24, 100, 3.10300931295536
24, 120, 3.42332916872995
24, 140, 4.969793335434382
24, 160, 4.55336399934319
24, 180, 4.136308609090488
24, 200, 3.2235738216505463
24, 220, 2.4185430422504584
24, 240, 1.729098169460776
24, 260, 2.051029934291022
24, 280, 3.325513706473059
26, 80, 2.998350813499877
26, 60, 3.0996394249084234
26, 100, 2.9770406109758567
26, 120, 3.5106223771131706
26, 140, 3.4752504558321964
26, 160, 3.8561458171667744
26, 180, 3.5160494649900276
26, 200, 2.5429937308260238
26, 220, 2.182979170661442
26, 240, 1.8997849399652784
26, 260, 2.305128646265432
26, 280, 2.2493826847351994
28, 60, 3.070682414565581
28, 100, 2.7971236196892733
28, 80, 3.609378848784991
28, 120, 3.3827497476524098
28, 140, 3.3598178989171172
28, 160, 4.725551367246745
28, 180, 4.2554774106306015
28, 200, 3.616191455382275
28, 220, 2.107695099133497
28, 240, 1.8430680803791253
28, 260, 2.92395114457332
28, 280, 2.6802101603449646
