4, 80, 2.8542854723502664
4, 60, 3.856726058003892
4, 100, 4.6704719071338285
4, 120, 3.5083891160147638
4, 160, 3.9076341044618497
4, 140, 3.4801911760399316
4, 40, 2.5852808522041384
4, 200, 3.7140400932661737
4, 180, 4.661668804180691
4, 220, 3.4163347367955437
4, 240, 2.1262194399238834
4, 280, 2.3480282538268145
4, 260, 2.4068350699913355
6, 80, 3.692737439051958
6, 60, 3.5166553372473226
6, 100, 4.90915756573456
6, 120, 2.8551815294633265
6, 160, 3.67327906436679
6, 140, 3.509322073867087
6, 40, 4.087278214267771
6, 180, 4.053106540811083
6, 200, 3.9139245942347496
6, 220, 3.7753954893434383
6, 240, 2.0800087313728794
6, 260, 2.53928720502151
6, 280, 1.9246134892176616
8, 80, 2.6787942924700525
8, 100, 4.53291949666149
8, 60, 3.562910123901167
8, 40, 3.32870481344854
8, 120, 3.8279834954760945
8, 140, 2.7558761843808224
8, 160, 4.172925904870396
8, 180, 3.9084764079797267
8, 200, 3.3077544619487265
8, 220, 2.880332939925796
8, 240, 1.930571430439183
8, 260, 2.2155637821151704
8, 280, 2.0311274040579974
10, 40, 3.0164458287792235
10, 60, 4.095201846173763
10, 80, 3.5993868916928107
10, 100, 6.03662997185865
10, 120, 3.540599378172271
10, 160, 4.298367964875605
10, 140, 3.81920112455837
10, 180, 3.452556440079289
10, 200, 4.109499949658389
10, 220, 3.3697425851753326
10, 240, 1.9253411933849118
10, 260, 2.8303939397613664
10, 280, 2.289601231704719
12, 80, 2.927326021770378
12, 100, 3.6406717002812465
12, 60, 3.7155865659978513
12, 40, 3.456418327550632
12, 120, 2.9980316430059766
12, 160, 4.011866528059229
12, 140, 4.124479473060296
12, 180, 3.90602300307608
12, 200, 3.085711930599974
12, 220, 3.03028211524503
12, 240, 1.7961562781232456
12, 260, 2.3840049597559383
12, 280, 2.7387991399876204
14, 80, 3.257264562504142
14, 100, 4.286248748711698
14, 60, 5.633631392496651
14, 40, 3.4392829174528323
14, 120, 3.4648607133623415
14, 140, 3.3981749631844247
14, 160, 4.551035012674154
14, 180, 3.575526888924222
14, 200, 3.4316158713237814
14, 220, 2.6789565494100738
14, 240, 1.6979174865378566
14, 260, 3.0498623200593813
14, 280, 2.79843530648868
16, 60, 3.4464772220314237
16, 40, 3.903028719500022
16, 80, 3.498303599133022
16, 100, 3.664029142298822
16, 120, 3.7338186842363
16, 140, 3.1921189440681284
16, 160, 4.919877880550776
16, 180, 3.6605115623851647
16, 200, 3.633193849892704
16, 220, 2.501731928648371
16, 240, 2.423836532712968
16, 260, 2.302656007315041
16, 280, 3.0386024250661685
18, 80, 4.035866578384776
18, 60, 3.661761890106531
18, 40, 4.943078063664153
18, 100, 3.6624718861311263
18, 120, 2.2906608629253533
18, 140, 2.6442947646220683
18, 160, 3.770631267674333
18, 180, 3.9602172658982737
18, 200, 3.3179637883739677
18, 220, 2.8153903415278547
